Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"83112730","48069310","0","Yes it starts as >0 and drops at last to =0","2018-01-03 00:03:58","","1285959"
"83112731","48069334","0","@CommonsWare firstly, thank you for replying. Secondly, I have added  the code that should be run. As I understand it,  requestLocationUpdates calls upon the onLocationChanged. If you require more snippets to better understand the issue, I will provide them.","2018-01-03 00:03:59","","7284855"
"83112732","48069369","0","It is not `System.Data.EntityClient`, it is `System.Data.SqlClient`","2018-01-03 00:04:15","","2141621"
"83112733","48069422","2","@Krul You `Capture` class should generate events/notifications which are independent from how the user might be notified. With this, your UI could monitor for updates and update the label's itself, but it would decouple the `Capture` class from the UI, allowing other implementations and methods for keeping the user in the loop of what's going on","2018-01-03 00:04:19","","992484"
"83112734","48054505","0","I realy need help guys","2018-01-03 00:04:20","","5692301"
"83112735","48061625","0","@Codexer i'll try your answer, thanks","2018-01-03 00:04:21","","9163884"
"83112736","47462010","0","If you're still having issue, sounds like a question for https://issues.sonatype.org/projects/OSSRH/ not a general nexus question.  If you're having this problem outside of oss.sonatype.org, I think we'd need to see logs.","2018-01-03 00:04:21","","4368068"
"83112737","48068513","0","Take a look at [integer partitions](https://en.wikipedia.org/wiki/Partition_(number_theory)).","2018-01-03 00:04:22","","871096"
"83112738","48069310","0","If a prodid is in query1, it won't be in query2.  The result rows would either have a lastsale or oldest_buy but not both.  Is that correct?","2018-01-03 00:04:24","","9157331"
"83112739","48069422","0","The Capture class is the class that hold a stack representing cells in a path. paths are calculated checking neighbour cells and if their seeds are of the same player: say if all neighbour cells contain seeds of playerA, and at least one seed of playerB, then playerB seed is ""captured"". @Frakcool","2018-01-03 00:04:28","user8885617",""
"83112741","48069418","0","that worked. thanks again!","2018-01-03 00:04:35","","5676949"
"83112742","48065441","0","I have removed and readded the dependency multiple times, but the problem still exist in Idea.","2018-01-03 00:04:41","","690553"
"83112743","48025511","0","Clear and simple indeed, thank you!","2018-01-03 00:04:43","","4497356"
"83112744","48066605","0","Also as pointed out earlier, employeeNum property is of int which doesn't contain a ""Find()"" method.","2018-01-03 00:04:44","","1794106"
"83112745","48032687","0","I updated the one line that should remove the undefined index. The only issue now is when you get to the end of the directory contents, it will still go blank, but that is just another line that has to be fiddled with to fix that. Which part are you wanting clarity with?","2018-01-03 00:04:45","","3711988"
"83112746","48069448","0","Try now @Emoless96","2018-01-03 00:04:47","user8992812",""
"83112749","48069404","2","@chux: I'd use `isnan()`, but my requirements are not so exacting as to want to recognize different types of NaN.  I know of signalling and non-signalling NaNs; I believe that there are numerous bit-patterns which represent a NaN. But I've never needed to study them in sufficient detail to know what's what under the `isnan()` surface. One item that's key is that if you have two elements in the array -- say `x[10]` and `x[30]` -- then comparing `x[10]` and `x[30]` should produce consistent results with comparing `x[30]` and `x[10]`. If one's negative, the other must be positive, or both zero.","2018-01-03 00:04:50","","15168"
"83112750","48032687","0","**Also this one:**
`return [
                    'img' => (is_file($next) && in_array(strtolower(pathinfo($next,PATHINFO_EXTENSION)),$img)),
                    'file' => (is_file($next))? basename($next) : false,
                    'current'=>$next,
                    'data'=>(!empty($nPath) && is_file($next))? file_get_contents($next) : false
                ];`","2018-01-03 00:04:54","","9147679"
"83112751","48069369","0","@CamiloTerevinto but when i do that it says property meta data is not support I need to be able to pass the meta data of my conneciton string !","2018-01-03 00:05:01","","651887"
"83112753","48069407","1","Also, you may want to consider using `Data` instead of `[UInt8]` – it has a dedicated method for getting a pointer to its (possibly reinterpreted) contents: `withUnsafeBytes(_:)`.","2018-01-03 00:05:08","","2976878"
"83112754","48069229","0","DISTINCT is superfluous because you are using GROUP BY (GROUP BY deduplicates the resulting data). Run your query prefixed by `EXPLAIN (ANALYZE, BUFFERS, VERBOSE) ...` and post the results into https://explain.depesz.com/ and share the link for review. You can also ask about the query plan in dba-stackexchange.com, and please provide your Postgresql version with the results.","2018-01-03 00:05:11","","2521566"
"83112755","38335329","0","For this and many other scenarios what is really needed is the equivalent of VBA Application.Evaluate and Worksheet.Evaluate (preferably with a few less bugs than the VBA evaluate)","2018-01-03 00:05:12","","88173"
"83112756","48034797","0","Exactly what I was looking for, thanks!","2018-01-03 00:05:15","","4497356"
"83112757","48069140","0","Since a tag is kubernetes - may be you hit this one? https://github.com/jhipster/generator-jhipster/issues/3588","2018-01-03 00:05:15","","4940826"
"83112758","48069359","0","nonetype  and no information about shape","2018-01-03 00:05:18","","8893169"
"83112759","48069310","0","Yes. thats how it works","2018-01-03 00:05:22","","1285959"
"83112760","48032687","0","What do you want to know about those lines?","2018-01-03 00:05:29","","3711988"
"83112762","46273571","0","The question was how to overwrite an existing property.  This answer has nothing to do with that.","2018-01-03 00:05:32","","5405967"
"83112763","48069508","0","if u want i could paste my entire code in for the whole program.","2018-01-03 00:05:33","","9027006"
"83112764","48068788","0","@michael-sqlbot Sorry to open ended question. This is not a key to authenticate the API itself. The third party API i am going to use provides a distinct key based on account used. I need a way to pass this key in payload. Sending the key insecurely will be vulnerable. Perhaps, i can have a secret at global level to encrypt the key from client side and use the same secret to decrypt it on lambda side.","2018-01-03 00:05:35","","673895"
"83112765","48069392","0","Hi all Helpers, i changed the math and add scanf after printf, but after running, the code still does not show me correct conversion","2018-01-03 00:05:44","","9165886"
"83112766","48056972","0","Git and TFVC are the two source control options in TFS. If you're not using Git, you're using TFVC. Does that answer the question?","2018-01-03 00:05:45","","781754"
"83112767","48069406","0","Once you click on the warning OK, does it come up with a message saying so many records were updated?","2018-01-03 00:05:47","","4873"
"83112770","48069507","0","The replace method does not mutate the string it returns a new one","2018-01-03 00:05:56","","5672176"
"83112771","48069392","0","@MichaelDorgan `tem` is initialized","2018-01-03 00:05:57","","6809840"
"83112772","47984846","0","I ended up server-side generating the background image with filters applied through ImageMagick","2018-01-03 00:05:59","","2832282"
"83112773","48069359","0","So you have a `None` instead of `ndarray` and that's your problem","2018-01-03 00:06:01","","4671908"
"83112774","48066767","0","More correct would be to always store the object with an accurate `Content-Type`, but to use some variant of `ResponseContentDisposition: ""attachment""` to trigger a download, don't you think?","2018-01-03 00:06:04","","1695906"
"83112775","48069321","0","Why the close vote?","2018-01-03 00:06:18","","83178"
"83112776","47948337","0","I use powershell and to help anyone coming to this thread later, I ran this command to get the environment strings Raj mentioned:  	docker ps | 
		% { $_ -Replace '\s\s+',',' } | 
		ConvertFrom-Csv | 
		Select-Object -Property *, @{
			Name=""Environment""; 
			Expression = {
				docker inspect $_.""CONTAINER ID"" | 
				convertfrom-json | 
				% { 
					$hash 	= @{}; 
					foreach ($line in $_.Config.Env)
					{
						$tokens = $line -split '=',2
						$hash.""$($tokens[0])"" = $tokens[1]						
					}
					[PSCustomObject]$hash
				}
			}
		}","2018-01-03 00:06:22","","2582078"
"83112778","48069369","1","@David Then that's the real issue. There is no `System.Data.EntityClient` in the .NET Framework, so this question should either be deleted or edited completely","2018-01-03 00:06:48","","2141621"
"83112780","48069422","0","Again, (re)read what a [mcve] is if you want more specific help following MadProgrammer and Hovercraft's suggestions in the comments above. As is, this is the best help we can provide","2018-01-03 00:07:06","","2180785"
"83112781","48069474","0","are you sure about that part of your code: `$json->json_...`?","2018-01-03 00:07:07","","4830296"
"83112782","48069389","0","What queries have you tried?  Table 1 is a real table, your employee list?  What is it called?  Then you have a list of supervisors not mentioned, what's it named?  You want to join the two tables on supervisor ID.  Do you have any SQL experience and what database are you using?","2018-01-03 00:07:12","","9086466"
"83112783","48068389","1","@RandomGuy32 that's not a good reason to unify two characters that truly are different, though just whether two characters are or not has trickier cases than this (Latin semicolon and Greek question mark, for example, and a great many CJK ideograms). As for the history in question, while homoglyphic characters had known issues even within ASCII or EBCDIC only use, the sort of security issues that arose with greater consumer use of Internetworking weren't as big a concern at the time.","2018-01-03 00:07:16","","400547"
"83112784","48069369","0","@CamiloTerevinto but how does one pass meta data using the above i seen this done somewhere","2018-01-03 00:07:18","","651887"
"83112785","48054100","0","It would be just a for-loop in `Server.conn_handler()` to call `conn.sendall` for the `conn`s of all clients","2018-01-03 00:07:22","","987358"
"83112786","48069393","0","While this link may answer the question, it is better to include the essential parts of the answer here and provide the link for reference.  Link-only answers can become invalid if the linked page changes. - [From Review](/review/low-quality-posts/18408757)","2018-01-03 00:07:24","","3559349"
"83112788","48069140","0","Just another thought: did you set your cluster name correctly?","2018-01-03 00:07:34","","4940826"
"83112789","48069319","1","This seem to depend from j-i only, not separately from i and j.","2018-01-03 00:07:36","","2867061"
"83112790","48069076","0","@MinusFour How would a component have a prop if not from a parent component and not from `mapStateToProps`?","2018-01-03 00:07:40","","1252748"
"83112791","48069444","0","@MartinUllrich Not working:
From the PMC I get:

 error NU1202: Package Microsoft.Extensions.FileProviders.Physical 1.1.0 is not compatible with netcoreapp1.1 (.NETCoreApp,Version=v1.1). Package Microsoft.Extensions.FileProviders.Physical 1.1.0 does not support any target frameworks. [C:\Users\Admin\Source\Repos\Examples\Examples.sln]","2018-01-03 00:07:47","","2581562"
"83112792","48069422","0","Thanks for your suggestions @HovercraftFullOfEels, Madprogrammer and Frakcool","2018-01-03 00:07:51","user8885617",""
"83112793","40159908","6","I had ~/anaconda3 for a python3 install.","2018-01-03 00:07:55","","242110"
"83112794","45561372","0","@FrancisAlvinTan did you manage to solve this? What did you do?","2018-01-03 00:07:57","","3907762"
"83112795","48069471","0","You're using `let` instead of `var`, making your code ES6.","2018-01-03 00:07:58","","3744304"
"83112796","48069432","0","@TalhaHameed you welcome anytime.","2018-01-03 00:07:59","","8594737"
"83112798","48069319","1","When k=0, the sequence starts from a_0, but your indices start from 1.","2018-01-03 00:08:03","","2867061"
"83112799","48069418","1","You can also use [URI](http://ruby-doc.org/stdlib-2.4.2/libdoc/uri/rdoc/index.html) from the standard Ruby library but Addressable generally behaves better.","2018-01-03 00:08:05","","479863"
"83112800","48032687","0","in your code above its ok to insert a function inside an array function? 

array_values(array_filter(scandir($dir),**function($v) use ($dir)**","2018-01-03 00:08:11","","9147679"
"83112801","48069444","0","@user2033402: It is set correctly.","2018-01-03 00:08:12","","2581562"
"83112803","48069511","0","FYI - the dot in your string will not evaluate, as written your code will try to sort based on `a['name.first']`, not `a['name']['first']` or `a.name.first`","2018-01-03 00:08:16","","693275"
"83112804","48049869","0","In my experience, on Windows 7, mp3 files work best for music and wav for sound FX. Also, have you tried playing sound effects using pygame?","2018-01-03 00:08:18","","8390068"
"83112805","48049594","0","Would you please explain the statement that is fixing the issue?","2018-01-03 00:08:29","","1702943"
"83112806","47663923","0","@georgexsh Effectivaly yes, but the tutorial I am following does not allow you to plant it.","2018-01-03 00:08:30","","8996816"
"83112807","48060230","3","4.7.1 still needs a few of these assemblies since there is a bug in 4.7.1 - it shipped with wrong assembly versions.","2018-01-03 00:08:33","","784387"
"83112808","48069121","0","This is not the minimum code needed to reproduce the problem. Please try re-asking your question.","2018-01-03 00:08:39","","4047084"
"83112809","48069444","0","From the command line I get:

C:\Users\Admin\Source\Repos\Examples\Examples.sln.metaproj : error MSB4126: The specified solution configuration ""Debug|X64"" is invalid. Please specify a valid solution configuration using the Configuration and Platform properties (e.g. MSBuild.exe Solution.sln /p:Configuration=Debug /p:Platform=""Any CPU"") or leave those properties blank to use the default solution configuration. [C:\Users\Admin\Source\Repos\Examples\Examples.sln]","2018-01-03 00:08:43","","2581562"
"83112810","48069404","0","@JonathanLeffler Yes that last part is most important  [If one is negative, the (other) must be positive, or both zero](https://stackoverflow.com/questions/48069404/how-to-compare-long-doubles-with-qsort-and-with-regard-to-nan?noredirect=1#comment83112749_48069404).  For this case the order of NaN is not important other than they are at the end of the sorted array - which simplifies the code.  Ordering `NaN` seems to only be reasonable with `memcmp()`","2018-01-03 00:08:48","","2410359"
"83112811","48069422","1","Frakcool* (Without `N`) :) You can still [edit] your question to provide more details including your code and we'll be glad to provide a more helpful answer","2018-01-03 00:08:49","","2180785"
"83112813","48069526","2","first one hint: you don't need (and shouldn't do) a `<?php .... ?> for each line","2018-01-03 00:09:06","","4830296"
"83112815","48064218","0","Yes you were right. iisexpress.exe was moved to chest by antivirus.","2018-01-03 00:09:13","","4853835"
"83112817","48067542","0","Also, if you're looking to set a minimum number of rows as well (e.g. no less than 1 valued row in the section) you can use a similar approach and set the multivalue options to `[.Insert]` only in the `rowsHaveBeenRemoved` based on the `section.count` (keep in mind that count includes the button row if it's visible).","2018-01-03 00:09:24","","1032372"
"83112820","39265621","0","This article answers exactly this question : https://www.stackextend.com/hybris/create-a-custom-cms-component-in-hybris/","2018-01-03 00:09:32","","2754093"
"83112821","48069392","0","I like: `F = (9.0/5.0) * (C + 40.0) - 40.0` and `C = (5.0/9.0) * (F + 40.0) - 40.0`.  It's nicely symmetric, relying on -40C = -40F.","2018-01-03 00:09:43","","15168"
"83112822","48069392","0","Try `%2.2f` while in your printf.. and also do the math pefore your printf instead of in it.. like this 

`float temp = 0.0;
 temp = (5.0/9.0)*(fahr - 32)*5/9; //Not saying this math is correct or anything
printf(""%3f Fahrenheit is equal %3.0f Celsius \n"",fahr,temp);`","2018-01-03 00:09:44","","6809840"
"83112824","48057800","0","shape of my dataframe is `(1, 3574)`, so I am getting an error which says `ValueError: Shape of passed values is (1, 3574), indices imply (3574, 3574)`","2018-01-03 00:09:45","","8163412"
"83112826","48069530","1","While a good answer, it would be great if you explain the generic constraint and mention that it's not needed if `ReminderDb` is the only wanted class","2018-01-03 00:09:52","","2141621"
"83112827","48069455","0","so how would i fix it","2018-01-03 00:09:56","","9165896"
"83112828","48067383","0","@user15001 -  You're thinking in terms of how a COMPILER might do things.   The C++ standard describes meaning of the code construct and, as pointed out by user15001, the meaning in the standard is that `->` does dereferencing.     The standard is the yardstick for assessing correctness of implementations (compilers, etc) not the reverse.","2018-01-03 00:09:57","","4706785"
"83112829","48069503","0","To avoid the "" inconsistency"", is a simple matter to add more conditions on `if`  clauses as: `if x is not None and y is None and z is None: `. And do the same to all other 2 cases, but this grows insanely (in case of more parameters). Any other elegant way to do this?","2018-01-03 00:10:05","","4555765"
"83112830","48066064","0","It is training now after using 1.2 runtime version. Why is this the case? Over 3k steps. I will update if it fails.","2018-01-03 00:10:19","","8878539"
"83112831","48069476","0","Perfect. Thank you for the prompt assistance.","2018-01-03 00:10:21","","9165878"
"83112833","47437879","0","Are you using admin/admin123?  If so is admin enabled?  If not, I'd recheck your username/password in your pypirc.  401 indicates it's wrong.  I'd ask to see it but if you're not using admin/admin123, it's probably sensitive and I wouldn't be able to tell anyway.  Here's mine if it helps: cat .pypirc
[distutils]
index-servers =
    nexus

[nexus]
repository: http://localhost:8081/repository/pypi-hosted/
username: admin
password: admin123","2018-01-03 00:10:22","","4368068"
"83112834","48069474","0","@Jeff oops! Thanks!","2018-01-03 00:10:24","","6099347"
"83112835","48062396","0","Re ""*It doesn't have DOW support…*"", yes it does, it's the *weekday* option.","2018-01-03 00:10:27","","257182"
"83112836","48069416","0","<div data-role=""page"" id=""homepage""  data-theme=""b"">
	    	<div data-role=""content"" class=""contentcontainer""><a     href=""#subpage"">some content</a></div>
    </div>

    <div data-role=""page"" id=""subpage""  data-theme=""b"">
	    	<div data-role=""content"" class=""contentcontainer"">some content</div>
    </div>

    <script>
      function loadContentForSubpage(){ ...}
    </script>

I only want the loadContentForSubpage to run when that page loads, or when the user refreshes the page that has #subpage","2018-01-03 00:10:36","","1102586"
"83112837","48069392","0","@JamesMacathy you must be getting compiler errors with this code. Care to share?","2018-01-03 00:10:36","","6809840"
"83112838","6903204","0","@zzheng - I'm on 9.2 now, and so far have not observed this problem.  Still not confident, but I think we might be able to call this fixed after six years.","2018-01-03 00:10:39","","294949"
"83112842","48067708","0","I found the solution I moved connection lines under `require  ` line and that's working ! thanks for your help","2018-01-03 00:10:57","","8111396"
"83112843","48067776","0","**Warning: Before you run this example code please check posted comments and answers related to code safety.** This question was reviewed by ZF007 for this particular reason on 2017-01-03-23:33. Thank you","2018-01-03 00:11:12","","8928024"
"83112846","48057527","0","@Akis wow thanks a lot!!! I'll try it !!","2018-01-03 00:11:23","","7824862"
"83112847","48056152","0","Yes, weights for all channels are initialized independently using a default random sampling method which you can change (e.g. 'uniform', 'normal', and more complex methods that take variance into account, like 'Xavier', 'He', etc.)","2018-01-03 00:11:26","","6354331"
"83112848","48069479","0","could you show your index.js please","2018-01-03 00:11:27","","4598587"
"83112850","47588313","0","This may answer your question : https://www.stackextend.com/hybris/create-a-custom-cms-component-in-hybris/","2018-01-03 00:11:29","","2754093"
"83112852","48069037","1","@ZakiAnwarHamdani It actually does, because it is being compared to an `int`. The signed negative short will expand with two bytes of ones on the left, while the unsigned will expand with zeros.","2018-01-03 00:11:35","","143069"
"83112853","48068498","0","What is the problem of having a Padding widget between each square ?","2018-01-03 00:11:39","","3434970"
"83112854","48069501","0","Why don't you just define the flags and NOT send the 90%? Without samples it is really hard to understand what you mean here. A good API requires only necessary data and returns only necessary data. It is hard to understand what you mean by 90% the same.

Also, if the api request/responses provide CONTEXT (e.g. username, login, selected accounts), this is better placed into the authentication (e.g. bearer token claims)","2018-01-03 00:11:39","","2057955"
"83112855","48066168","1","Your second child is still not closing either side of `fd2` before it execs.  Close everything that you're not using.","2018-01-03 00:11:42","","140750"
"83112856","48069424","0","using it to display the date of the duplicate","2018-01-03 00:11:43","","9086466"
"83112860","48069025","0","Well im a little bit confused, but i think im gonna handle this :), now im wondering how to retrieve that user data to his UserActivity `TextView`","2018-01-03 00:11:51","","3940751"
"83112861","48069526","0","what line is the error point to? the first block of output needs to be after the first block of code, as you are resuing variables","2018-01-03 00:11:51","user8011997",""
"83112863","48069369","0","Why not just build the entire connection string as a `string` and pass it to the constructor of your `DbContext`? The helper classes are not needed at all","2018-01-03 00:12:01","","2141621"
"83112866","10755600","0","Helped in my case, was accidentally closing main parent node as soon as it was created, preventing attempts to write child nodes.","2018-01-03 00:12:15","","757931"
"83112867","48067964","0","While this code may provide an answer, it'd be better if you can dedicate a few words to explain how it works.","2018-01-03 00:12:20","","5958455"
"83112868","48069201","0","oh wait.. i re-read your question. it's `style` not `styles`","2018-01-03 00:12:26","","3225108"
"83112869","48065753","0","@Shawn Forgot to tag you.","2018-01-03 00:12:34","","4699059"
"83112870","48064715","0","Thank you for the tips! I'm not sure if you are saying this, but I'm trying to add a group of IText fields. So for example in my code above there are the few text objects- I'd like to add those all with one click, and them be ""locked together"".","2018-01-03 00:12:36","","7407119"
"83112871","48061234","0","There are good answer provided about storing `contentOffset`. However, this is dependant of the navigation library you're using. For instance, `react-navigation` doesn't in all cases unmount views when you're navigating inside *StackNavigator*. But if the view is unmounted, then you should store the `contentOffset` in global state, not the state of the view. **The point is:** to get more precise answers, please define which navigation library you're using.","2018-01-03 00:12:36","","212878"
"83112873","33524897","0","@AmanJain Instead of calling `view.setOnClickListener()` set it on the views you want to handle. For example, `textView.setOnClick..` and `imageView.setOnClick...`","2018-01-03 00:12:46","","3131147"
"83112876","48064191","0","Thank Pierre Mallet for replying me,
But the memory still increase with this solution. First startup memory is 45Mb then it increase in each loop to 105Mb","2018-01-03 00:13:04","","5176035"
"83112877","48032687","0","Yeah, you can use an actual function that you previously defined in your script or, if you don't really need to use the function again except for this one time, you can make an *anonymous* function instead. Not all native PHP functions accept anonymous functions, but a lot do. The `use($var)` from that line allows you to insert content into your function that has been defined before the anonymous function is called otherwise you can't access custom content.","2018-01-03 00:13:04","","3711988"
"83112878","48068005","0","A list of days is not required.","2018-01-03 00:13:07","","1529673"
"83112881","48062006","0","I think you need the DataSourceRowChanged event. Your ""detail"" report can be bound to a collection that is populated inside that event.Use e.CurrentRow to get data about the ""current"" master row,","2018-01-03 00:13:08","","3336559"
"83112882","42621737","0","You saved my days! Thank you so much!","2018-01-03 00:13:12","","424937"
"83112883","47782119","0","any chance this could be a DOS?  How many times is the loop getting called?  Do you have any thread sleep in between?","2018-01-03 00:13:18","","9086466"
"83112884","48068202","0","@ScottMarcus -- see most recent edit","2018-01-03 00:13:19","","7963473"
"83112885","48062166","0","An answer should not involve a library that is not mentioned in the OP or tagged. If using a library, you should also provide the parse format.","2018-01-03 00:13:23","","257182"
"83112886","48069310","0","@kc2018 lastsale means prodid that is out of stock and when last sale of it was made, oldest_buy is the oldest bought prodid That in on stock","2018-01-03 00:13:26","","1285959"
"83112887","48068849","0","Your know, if you would edit this to say ""use Python 3"", and modify the example code to demonstrate that it works with Python 3, that would be a responsive answer.","2018-01-03 00:13:28","","1099571"
"83112888","48069406","0","No, it doesn't, @Knox","2018-01-03 00:13:29","","8882028"
"83112890","48069560","0","What framework (ORM) do you use that converts linq to sql?","2018-01-03 00:13:42","","2057955"
"83112891","38245815","0","You may find your answer here : https://www.stackextend.com/hybris/create-a-custom-cms-component-in-hybris/","2018-01-03 00:13:48","","2754093"
"83112892","48069416","0","Edit your question and add that there @Nathan Leggat","2018-01-03 00:13:48","user8992812",""
"83112893","47330490","0","What error are you seeing that prevents you from uploading to NXRM?","2018-01-03 00:13:48","","4368068"
"83112894","48061625","0","@Ctznkane525 i use that for testing only, to get boolean value from checkbox, when page load chechkbox is unchecked all. i load data from database, and then if i checked checkbox and press button process, i will get boolean value from each checkbox, but now i always get false value when i checked it, i'm sorry if my english very bad","2018-01-03 00:13:56","","9163884"
"83112899","48069560","0","Entity framework","2018-01-03 00:14:11","","4461381"
