Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"48080816","1","48081210","","2018-01-03 15:57:47","","0","44","<p><a href=""https://i.stack.imgur.com/qXLjU.png"" rel=""nofollow noreferrer"">see this</a></p>

<p>i am struggle with match the pattern with empty column. my regex pattern look like</p>

<p><code>^(.*?\$).*?(\w\:\\.*?)\s(.*?)$</code>. </p>

<p>this pattern match the not empty column in a row, but i want to match the empty column in a row.</p>
","6649016","","5320802","","2018-01-03 16:07:45","2018-01-03 16:20:31","regex pattern for table structure string","<regex>","1","0","","",""
"48080817","2","","48080771","2018-01-03 15:58:03","","2","","<p>You need to <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Event/stopPropagation"" rel=""nofollow noreferrer"">stop the event from propagating</a> up to the parent:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>document
  .querySelector('#inner')
  .addEventListener('click', e =&gt; {
    console.log('click inner');
    e.stopPropagation(); // &lt;-- stop event propagation
  })

document
  .querySelector('#outer')
  .addEventListener('click', () =&gt; {
    console.log('click outer');
  })</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>#outer {
  background: pink;
  height: 300px;
  width: 300px;
  display: flex;
  align-items: center;
  justify-content: center;
}

#inner {
  background: salmon;
  width: 150px;
  height: 150px;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div id=""outer""&gt;
  &lt;div id=""inner""&gt;&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
","3928341","","","","","2018-01-03 15:58:03","","","","1","","",""
"48080818","2","","48051752","2018-01-03 15:58:03","","0","","<p>By looking at the log file I see this error:</p>

<blockquote>
  <p>Exception: Retrieving the COM class factory for component with CLSID
  {177F0C4A-1CD3-4DE7-A32C-71DBBB9FA36D} failed due to the following
  error: 8007007e The specified module could not be found. (Exception
  from HRESULT: 0x8007007E).</p>
</blockquote>

<p>So the COM compoment with CLSID <code>{177F0C4A-1CD3-4DE7-A32C-71DBBB9FA36D}</code> is missing. Searching for the CLSID <code>{177F0C4A-1CD3-4DE7-A32C-71DBBB9FA36D}</code> shows <a href=""https://docs.microsoft.com/en-us/dotnet/api/microsoft.visualstudio.setup.interop.setupconfiguration?view=visualstudiosdk-2017"" rel=""nofollow noreferrer"">this page about a class SetupConfiguration</a> which is located in <code>Microsoft.IntelliTrace.Core.dll</code> an the <code>Microsoft.IntelliTrace.Core.dll</code> is missing on your system.</p>
","1466046","","","","","2018-01-03 15:58:03","","","","0","","",""
"48080765","2","","48080431","2018-01-03 15:53:51","","1","","<p>If you are running it from the command line, just include the following flag:</p>

<pre><code>live-server --no-browser 
</code></pre>

<p>Also, looking at the source, .live-server.json  should be a json file and not a javascript module:</p>

<p>{</p>

<pre><code>  port: 8181, // Set the server port. Defaults to 8080.
  host: ""0.0.0.0"", // Set the address to bind to. Defaults to 0.0.0.0 or process.env.IP.
  open: false, // When false, it won't load your browser by default.
  logLevel: 2, // 0 = errors only, 1 = some, 2 = lots
}
</code></pre>
","775345","","","","","2018-01-03 15:53:51","","","","1","","",""
"48080766","2","","48080692","2018-01-03 15:53:56","","1","","<p>You will want to use a backing field instead of referencing the property itself in the getter and setter, like so: </p>

<pre><code>private List&lt;UIBookmark&gt; _bookmarks;
public List&lt;UIBookmark&gt; Bookmarks { get { return _bookmarks.OrderBy(b =&gt; b.Name).ToList(); } set { _bookmarks = value; } }
</code></pre>

<p>MSDN has some good articles introducing the concepts of <a href=""https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/using-properties"" rel=""nofollow noreferrer"">Properties</a> and <a href=""https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/auto-implemented-properties"" rel=""nofollow noreferrer"">Auto-Properties</a> that I would suggest reading up on too.</p>
","1529156","","","","","2018-01-03 15:53:56","","","","1","","",""
"48080767","1","48093397","","2018-01-03 15:53:59","","0","21","<p>In my solution some projects reference the ""MahApps"" NuGet package, which includes 'System.Windows.Interactivity.dll' <strong>4.5.0.0</strong>. Some projects also reference the ""Prism"" NuGet package, which includes 'System.Windows.Interactivity.dll' <strong>4.0.0.0</strong>.</p>

<p>The app.config has a binding redirect of ""0.0.0.0-4.5.0.0"" to ""4.5.0.0"" by the way.</p>

<p>A handful of projects reference <em>both</em> NuGet packages, and looking in their ""References"" lists some of them have S.W.I v4.5.0.0 while others have v4.0.0.0. (I'm guessing this randomness is down to the order in which the packages were installed to the projects).</p>

<p>Sometimes the solution will build and run fine, but if only make a code change in one of the projects referencing S.W.I 4.0.0.0 then I get a runtime error along the lines of ""v4.5.0.0 could not be found"". v4.0.0.0 is being copied to the build output folder but my binding redirect is telling it to expect 4.5.0.0.</p>

<p>Any thoughts on a solution? I <em>could</em> try uninstalling and reinstalling the packages in the projects causing the issue, to see if I can get them to reference the 4.5.0.0 in the MahApps package, but my concern is that this may not be guaranteed to work during a package restore, screwing it up for another developer (or the build server).</p>
","981831","","","","","2018-01-04 10:35:14","DLL version clashes in different NuGet packages","<visual-studio-2013><nuget><nuget-package><nuget-package-restore>","1","0","","",""
"48080768","2","","48079541","2018-01-03 15:54:01","","2","","<h1>First</h1>

<p>Not all properties in CSS are inherited, see these links so you can see which CSS properties are inherited and how inheritance is applied:   </p>

<p><a href=""https://www.w3.org/TR/CSS22/propidx.html"" rel=""nofollow noreferrer"">https://www.w3.org/TR/CSS22/propidx.html</a><br>
<a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/inheritance"" rel=""nofollow noreferrer"">https://developer.mozilla.org/en-US/docs/Web/CSS/inheritance</a></p>

<p><br></p>

<h1>Second</h1>

<p>The order you declare duplicated properties is important.</p>

<p>If the color you want to be applied is <code>green</code> this is not the same:   </p>

<pre><code>// correct way to declare fallback color, it will be green and yellow if --color3 was not defined
body span {
  --color3: green;
  color: yellow;
  color: var(--color3);
}
</code></pre>

<p>as:    </p>

<pre><code>body span { // incorrect way to declare fallback color
  --color3: green;
  color: var(--color3);
  color: yellow;
  color: var(--color4);
}
</code></pre>

<blockquote>
  <p>The property <code>color: var(--color4);</code> will be taken since there is no invalid syntax on this declaration but since there is no variable declared as <code>--color4</code> the inherited color will be applied (<em>in this case from <code>body { color: var(--color1) }</code></em>)    </p>
  
  <p>Because <code>color</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/color#Syntax"" rel=""nofollow noreferrer"">is a inherited property</a></p>
</blockquote>

<p><br></p>

<h1>Third</h1>

<p>Using the fallback with <code>var()</code> is another solution, but the previous one is a fallback for older browsers that don't support <code>var()</code>    </p>

<p>Furthermore, you are using it wrong, the correct way to use the fallback from <code>var()</code> should be this:</p>

<pre><code>color: var(--color4, var(--color3));
</code></pre>

<p>or this:   </p>

<pre><code>color: var(--color4, var(--color3, yellow));
</code></pre>

<p><code>var()</code> only accepts 2 arguments, the value you want to use and the fallback.<br>
See the syntax of how to use it in the <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/var#Syntax"" rel=""nofollow noreferrer"">following link</a></p>

<p><br></p>

<h1>Conclusion</h1>

<p>Since <code>var()</code> is not available in all browsers <em>yet</em>, using duplicated properties the right way is the option I would go with, or you can go with both of them.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>:root {
 --color1: red;
}

body {
 color: var(--color1);
}

body p {
 color: var(--color2);
 --color2: blue;
}

body span {
  --color3: green;
  color: yellow;
  color: var(--color4, var(--color3));
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;body&gt;
  Text 1
  &lt;p&gt;
    Text 2
  &lt;/p&gt;
  &lt;span&gt;
    Text 3
  &lt;/span&gt;
&lt;/body&gt;</code></pre>
</div>
</div>
</p>
","3159293","","3159293","","2018-01-03 16:13:46","2018-01-03 16:13:46","","","","7","","",""
"48080822","2","","48067366","2018-01-03 15:58:16","","8","","<p>I don't know why you question is downvoted because I think it is a very valid question to ask. One of GraphQL's selling points is ""fetch less and more at once"". A client can decide very granually what it needs from the backend. Using deeply nested graphlike queries that previously required multiple endpoints can now be expressed in a single query. At the same time over-fetching can be avoided. Now you find yourself with a big query, everything loads at once and there are no n+1 query waterfalls. But now you know that a few fields in your big query are subject to change from now and then and you want to actively update the cache with new data from the server. Apollo offers the <code>refetch</code> field but it loads the whole query which clearly is <em>overfetching</em> that was sold to me as not being a concern anymore in GraphQL. Let me offer some solutions:</p>

<h2>Premature Optimisation?</h2>

<blockquote>
  <p>The real problem is that programmers have spent far too much time worrying about efficiency in the wrong places and at the wrong times; premature optimization is the root of all evil (or at least most of it) in programming. <strong>- Donald Knuth</strong></p>
</blockquote>

<p>Sometimes we try to optimise too much without measuring first. Write it the easy way first and then see if it is really an issue. What exactly is slow? The network? A particular field in the query? The sheer size of the query?</p>

<p>After you analized what exactly is slow we can start looking into improving:</p>

<h2>Refetch and include/skip directives</h2>

<p>Using <a href=""http://graphql.org/learn/queries/#directives"" rel=""noreferrer"">directives</a> you can exclude fields from a query depending on variables. The <a href=""https://www.apollographql.com/docs/react/basics/queries.html#graphql-query-data-refetch"" rel=""noreferrer"">refetch function can specify different variables</a> than the initial query. This way you can exclude fields when you refetch the query.</p>

<h2>Splitting up Queries</h2>

<p>Single page apps are a great idea. The HTML is generated client side and the page does not have to make expensive trips to the server to render a new page. But soon SPAs got to big and code splitting became an issue. And now we are basically back to server side rendering and splitting the app into pages. The same might apply to GraphQL. Sometimes queries are too big and should be split. You could split up the queries for <code>UserInfo</code> and <code>ListOfFriends</code>. Inside of the cache the fields will be merged. With <a href=""https://dev-blog.apollodata.com/query-batching-in-apollo-63acfd859862"" rel=""noreferrer"">query batching</a> both queries will be send in the same request and a GraphQL server that implements per request resource caching correctly (e.g. with <a href=""https://github.com/facebook/dataloader"" rel=""noreferrer"">Dataloader</a>) will barely notice a difference.</p>

<h2>Subscriptions</h2>

<p>Maybe you are ready to use subscriptions already. Subscriptions send updates from the server for fields that have changed. This way you could subscribe to a user's friends and get updates in real time. The good news is that Apollo Client, Relay and many server implementations offer support for subscriptions already. The bad news is that it needs websockets that usually put different requirements on your technology stack than pure HTTP.</p>

<h2><code>withApollo()</code> -> <code>this.client.query</code></h2>

<p>This should only be your last resort! Using <a href=""https://github.com/apollographql/react-apollo"" rel=""noreferrer"">react-apollo</a>'s <code>withApollo</code> higher order component you can directly inject the <code>ApolloClient</code> instance. You can now execute queries using <code>this.client.query()</code>. <code>{ user(id: 1) { friendlist { ... } } }</code> can be used to just fetch the friend list and update the cache which will lead to an update of your component. This might look like what you want but can haunt you in later stages of the app.</p>
","3849167","","3849167","","2018-01-03 16:04:10","2018-01-03 16:04:10","","","","1","","",""
"48080823","1","","","2018-01-03 15:58:16","","0","30","<p>I am trying to implement the redshift COPY command from my node.js script. I followed <a href=""https://stackoverflow.com/questions/30694668/load-data-into-redshift-using-node-js"">this example using a postgres client</a>, the command works but it doesn't yield the expected results. I am using CSV and the inserted values have the double quotes and also if the value contains a comma (delimiter in this case) the command fails.</p>

<p>Has anyone tried to do a COPY to redshift from javascript? </p>

<p>Appreciate your help!</p>
","2588615","","","","","2018-01-03 15:58:16","Redshift COPY command + CSV + Postgres : Results are not as expected","<javascript><postgresql><csv><amazon-redshift><comma>","0","0","","",""
"48080824","2","","48075723","2018-01-03 15:58:21","","2","","<p>I'd like to add my answer to the 'pot', maybe it makes things a bit more clear.
So, why doesn't that work for lists and dictionaries? Well, if you have a piece of code like this:</p>

<pre><code>static string Test()
{
   Dictionary&lt;int, string&gt; s = new Dictionary&lt;int, string&gt;();
   return s[0];
}
</code></pre>

<p>This (in debug mode) translates to this IL code:</p>

<pre><code>IL_0000: nop
IL_0001: newobj instance void class [mscorlib]System.Collections.Generic.Dictionary`2&lt;int32, string&gt;::.ctor()
IL_0006: stloc.0
IL_0007: ldloc.0
IL_0008: ldc.i4.0
IL_0009: callvirt instance !1 class [mscorlib]System.Collections.Generic.Dictionary`2&lt;int32, string&gt;::get_Item(!0)
IL_000e: stloc.1
IL_000f: br.s IL_0011

IL_0011: ldloc.1
IL_0012: ret
</code></pre>

<p>This, in turn means that what you do with one line of code (<code>return s[0]</code>) is actually a three-step process: calling the method, storing the return value in a local variable and then returning the value that is stored in that local variable. And, as pointed out by the links the others have provided, returning a local variable by reference is not possible (unless the local variable is a ref local variable, but as pointed out by the others again, since <code>Diciotionary&lt;TKey,TValue&gt;</code> and <code>List&lt;T&gt;</code> does not have a by-reference return API, this is not possible either). </p>

<p>And now, why does it work for the array? If you look at how array-indexing is handled more closely (i.e. on IL-code level), you can see that there is no method call for array indexing. Instead, a special opcode is added to the code called ldelem (or some variant of that). A code like this: </p>

<pre><code> static string Test()
 {
    string[] s = new string[2];
    return s[0];
 }
</code></pre>

<p>translates to this in IL:</p>

<pre><code>IL_0000: nop
IL_0001: ldc.i4.2
IL_0002: newarr [mscorlib]System.String
IL_0007: stloc.0
IL_0008: ldloc.0
IL_0009: ldc.i4.0
IL_000a: ldelem.ref
IL_000b: stloc.1
IL_000c: br.s IL_000e

IL_000e: ldloc.1
IL_000f: ret
</code></pre>

<p>Of course this looks like the same as it was for the dictionary, but I think the key difference is that the indexer here generates an IL-native call, not a property (i.e. method) call. And if you look at all the possible ldelem variants on MSDN <a href=""https://msdn.microsoft.com/en-us/library/system.reflection.emit.opcodes(v=vs.110).aspx"" rel=""nofollow noreferrer"">here</a>, you can see that there is one called <strong>ldelema</strong> which can load the address of the element directly to the heap. And indeed, if you write a piece of code like this:</p>

<pre><code>static ref string Test()
{
   string[] s = new string[2];
   return ref s[0];
}
</code></pre>

<p>This translates to the following IL code, utilizing the direct-reference loading ldelema opcode:</p>

<pre><code>IL_0000: nop
IL_0001: ldc.i4.2
IL_0002: newarr [mscorlib]System.String
IL_0007: stloc.0
IL_0008: ldloc.0
IL_0009: ldc.i4.0
IL_000a: ldelema [mscorlib]System.String
IL_000f: stloc.1
IL_0010: br.s IL_0012

IL_0012: ldloc.1
IL_0013: ret
</code></pre>

<p>So basically, array indexers are different and under the hood, arrays have support for loading an element by reference to the evaluation stack via native IL calls. Since the <code>Dictionary&lt;TKey,TValue&gt;</code> and other collections implement indexers as properties, which result in method calls, they can only do this if the method called explicitly specifies ref returns.</p>
","7614076","","7614076","","2018-01-04 09:54:00","2018-01-04 09:54:00","","","","3","","",""
